        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J)
 3.00000000e-02,        +4.968176983061e-09,        +4.732852397364e-09,        +0.000000000000e+00,        +0.000000000000e+00
